name,attr1_min,attr1_max,attr2_min,attr2_max
synthetic_D2_narrow_63,44.3203,67.0679,76.3504,88.2538
synthetic_D2_narrow_64,52.1760,69.6810,51.9028,59.9062
synthetic_D2_narrow_65,57.1497,63.5541,46.0965,55.5981
synthetic_D2_narrow_66,55.4603,73.3703,45.0114,59.2030
synthetic_D2_narrow_67,44.3203,65.1388,68.3136,85.6392
synthetic_D2_narrow_68,75.1701,86.2057,68.9931,75.6425
synthetic_D2_narrow_69,70.8662,79.8324,64.0621,77.0285
synthetic_D2_narrow_70,58.9183,67.0875,62.4095,68.6131
synthetic_D2_narrow_71,44.3203,69.8715,59.8115,66.5677
synthetic_D2_narrow_72,76.1544,86.6906,61.7721,76.6371
synthetic_D2_narrow_73,46.5600,79.6742,50.2406,57.9450
synthetic_D2_narrow_74,58.3290,64.6242,63.4058,83.8818
synthetic_D2_narrow_75,60.0614,68.8000,60.4597,69.5147
synthetic_D2_narrow_76,44.3203,65.9926,78.9546,90.5002
synthetic_D2_narrow_77,44.3203,61.2213,64.4670,93.2881
synthetic_D2_narrow_78,71.0026,86.6906,59.6569,76.4621
synthetic_D2_narrow_79,47.0670,65.1472,66.2353,93.1055
synthetic_D2_narrow_80,61.1455,65.4735,61.2613,74.6471
synthetic_D2_narrow_81,62.2136,66.4638,45.3972,75.4276
synthetic_D2_narrow_82,62.7654,68.7932,50.3476,57.6688
synthetic_D2_narrow_83,44.3203,65.3196,67.5188,93.2881
synthetic_D2_narrow_84,50.8018,60.9080,54.3889,72.8305
synthetic_D2_narrow_85,44.3203,61.9625,70.4612,93.2881
synthetic_D2_narrow_86,52.5407,59.6991,61.6433,93.2881
synthetic_D2_narrow_87,60.2963,68.5333,53.9520,70.5486
synthetic_D2_narrow_88,44.3203,69.4855,73.9465,89.4187
synthetic_D2_narrow_89,67.5104,80.0974,45.0114,67.4996
synthetic_D2_narrow_90,55.2591,86.6906,66.8590,73.5494
synthetic_D2_narrow_91,47.0633,60.6433,61.8780,93.2881
synthetic_D2_narrow_92,53.4977,76.9351,60.2552,67.1328
synthetic_D2_narrow_93,64.1720,72.8910,67.4037,74.4595
synthetic_D2_narrow_94,69.7135,79.4287,50.1738,65.7652
synthetic_D2_narrow_95,46.8004,57.7952,81.4387,91.7645
synthetic_D2_narrow_96,71.8915,78.4753,54.4218,92.7898
synthetic_D2_narrow_97,59.8166,81.6562,68.6846,76.4380
synthetic_D2_narrow_98,50.8255,59.9079,79.2975,85.8555
synthetic_D2_narrow_99,44.3203,59.5275,65.0008,93.2881
synthetic_D2_narrow_100,61.9364,86.6906,68.7174,77.7112
synthetic_D2_narrow_101,44.3203,65.7874,66.3921,79.2019
synthetic_D2_narrow_102,54.1637,64.5659,47.0911,63.3841
synthetic_D2_narrow_103,52.2754,60.7888,51.3001,60.0711
synthetic_D2_narrow_104,63.5235,86.6906,52.8169,61.2493
synthetic_D2_narrow_105,46.1409,64.7829,62.8901,81.3031
synthetic_D2_narrow_106,49.1996,59.4896,76.4837,93.2881
synthetic_D2_narrow_107,73.4331,80.3529,55.5318,82.3674
synthetic_D2_narrow_108,67.0784,71.5534,45.0114,76.9552
synthetic_D2_narrow_109,61.1725,68.4295,61.1580,85.7730
synthetic_D2_narrow_110,44.3203,63.2113,77.1878,87.1202
synthetic_D2_narrow_111,76.8580,81.4484,54.5129,90.9807
synthetic_D2_narrow_112,62.9329,78.2979,65.6536,70.6830
synthetic_D2_narrow_113,67.0723,78.9709,65.4209,82.3759
synthetic_D2_narrow_114,47.2914,67.6590,74.3546,84.6730
synthetic_D2_narrow_115,68.3388,73.9386,67.9774,75.3452
synthetic_D2_narrow_116,48.5320,53.5088,71.2153,87.8639
synthetic_D2_narrow_117,50.9556,70.8058,52.6323,60.4311
synthetic_D2_narrow_118,53.3549,65.0529,54.4412,68.7352
synthetic_D2_narrow_119,44.3203,60.7369,70.0590,90.9464
synthetic_D2_narrow_120,44.3203,63.2390,66.4433,83.3973
synthetic_D2_narrow_121,55.4310,71.8024,45.0114,56.3549
synthetic_D2_narrow_122,57.5212,83.2532,60.3100,66.2746
synthetic_D2_narrow_123,55.7536,86.6906,51.0005,59.1295
synthetic_D2_narrow_124,65.9562,74.2264,64.7898,73.7928
synthetic_D2_narrow_125,53.9621,77.4443,69.3953,80.7369
synthetic_D2_narrow_126,63.1446,69.0600,45.0227,60.1749
synthetic_D2_narrow_127,68.8324,83.8834,54.1738,63.3534
synthetic_D2_narrow_128,48.2156,55.0974,73.1544,78.6434
synthetic_D2_narrow_129,48.1222,55.6634,70.3518,93.2881
synthetic_D2_narrow_130,62.6340,70.6250,60.1308,76.4038
synthetic_D2_narrow_131,44.3203,62.0900,76.9755,85.3099
synthetic_D2_narrow_132,66.3281,76.9515,63.2746,82.6482
synthetic_D2_narrow_133,44.3203,70.0021,73.3048,92.8172
synthetic_D2_narrow_134,47.1106,76.1198,60.7935,65.9729
synthetic_D2_narrow_135,70.3897,79.6523,60.3639,88.9703
synthetic_D2_narrow_136,49.7409,59.6897,58.5187,90.5007
synthetic_D2_narrow_137,60.7729,68.2023,45.4752,62.4194
synthetic_D2_narrow_138,48.3605,57.7993,68.3984,78.3832
synthetic_D2_narrow_139,51.7897,59.7937,45.0114,65.6832
synthetic_D2_narrow_140,60.2677,66.8415,48.2931,62.6855
synthetic_D2_narrow_141,45.0507,57.0705,66.5620,89.7670
synthetic_D2_narrow_142,47.8795,56.8551,72.0182,89.8244
synthetic_D2_narrow_143,65.6425,70.7485,45.0114,72.5430
synthetic_D2_narrow_144,44.6066,59.8034,74.1852,88.6218
synthetic_D2_narrow_145,57.6309,65.6353,55.0023,84.5091
synthetic_D2_narrow_146,47.8829,53.2349,58.2347,90.6109
synthetic_D2_narrow_147,60.4650,71.2132,48.7118,66.2154
synthetic_D2_narrow_148,57.9421,63.1705,48.8941,61.2689
synthetic_D2_narrow_149,44.3203,62.0110,64.7034,91.9452
synthetic_D2_narrow_150,66.4418,85.6832,52.4037,65.0221
synthetic_D2_narrow_151,44.3203,64.8476,74.8633,89.8959
synthetic_D2_narrow_152,71.1901,80.3109,56.1811,61.3657
synthetic_D2_narrow_153,47.4434,64.6654,66.9340,81.0882
synthetic_D2_narrow_154,60.2615,70.7981,57.6950,69.6446
synthetic_D2_narrow_155,56.0115,84.3107,60.8999,66.6171
synthetic_D2_narrow_156,69.2319,80.0273,64.8392,71.9494
synthetic_D2_narrow_157,45.1705,52.9369,63.8830,84.0580
synthetic_D2_narrow_158,73.0534,82.5652,57.5652,67.9768
synthetic_D2_narrow_159,71.0281,82.6051,53.2682,59.0246
synthetic_D2_narrow_160,44.3203,66.3264,70.5207,88.5577
synthetic_D2_narrow_161,44.3203,68.6175,51.6710,61.3900
synthetic_D2_narrow_162,67.3270,74.0256,50.4165,59.1531
synthetic_D2_narrow_163,47.3346,56.6542,76.2974,88.0352
synthetic_D2_narrow_164,71.1679,81.0911,66.1026,73.9616
synthetic_D2_narrow_165,50.3439,81.1577,61.3745,66.9599
synthetic_D2_narrow_166,77.2047,82.5009,64.8790,78.0950
synthetic_D2_narrow_167,46.8308,58.2524,68.6992,88.0210
synthetic_D2_narrow_168,44.3203,65.2760,71.5247,76.8509
synthetic_D2_narrow_169,46.0504,56.1064,70.4737,85.8049
synthetic_D2_narrow_170,53.6568,62.9614,45.0114,55.8033
synthetic_D2_narrow_171,60.8852,68.0086,55.5410,71.2366
synthetic_D2_narrow_172,46.0227,64.4319,66.2807,93.2881
synthetic_D2_narrow_173,44.3203,72.2975,57.3219,63.3619
synthetic_D2_narrow_174,56.2660,70.2062,57.4282,62.4700
synthetic_D2_narrow_175,69.4256,76.5448,45.0114,70.3049
synthetic_D2_narrow_176,45.1818,53.4138,69.2191,93.2881
synthetic_D2_narrow_177,44.3203,66.1064,68.3218,90.7338
synthetic_D2_narrow_178,58.5566,63.3542,47.8510,75.7752
synthetic_D2_narrow_179,44.3203,65.5340,69.7380,93.2881
synthetic_D2_narrow_180,57.0005,61.8267,54.1055,77.8299
synthetic_D2_narrow_181,71.3650,77.4242,70.1454,79.7734
synthetic_D2_narrow_182,44.3203,60.4546,56.8316,73.5916
synthetic_D2_narrow_183,54.1092,78.0250,68.8869,76.2021
synthetic_D2_narrow_184,45.8945,54.9203,67.7961,93.2881
synthetic_D2_narrow_185,53.5566,75.1822,60.4212,67.3262
synthetic_D2_narrow_186,76.6801,82.1847,49.8497,67.9359
synthetic_D2_narrow_187,54.6498,62.0030,45.0114,60.1577
synthetic_D2_narrow_188,45.9925,66.2217,67.4223,91.9185
synthetic_D2_narrow_189,70.8664,80.1712,64.0408,72.9060
synthetic_D2_narrow_190,51.3710,64.2738,70.8638,92.8458
synthetic_D2_narrow_191,53.4778,59.4062,69.8956,83.5800
synthetic_D2_narrow_192,50.7268,63.7912,46.6559,60.1059
synthetic_D2_narrow_193,44.3203,60.6341,60.8708,82.0392
synthetic_D2_narrow_194,72.6539,84.8715,45.0114,79.6638
synthetic_D2_narrow_195,44.3203,64.4834,78.1989,84.4495
synthetic_D2_narrow_196,75.0707,86.6906,62.2416,81.4300
synthetic_D2_narrow_197,51.5658,64.6372,76.3014,90.8030
synthetic_D2_narrow_198,44.3203,59.2366,73.5318,82.1332
synthetic_D2_narrow_199,44.3203,62.0376,75.3699,85.1553
