name,attr1_min,attr1_max,attr2_min,attr2_max,attr3_min,attr3_max,attr4_min,attr4_max,attr5_min,attr5_max
synthetic_D5_narrow_32,52.0719,76.3857,23.5448,39.1776,25.4910,73.2776,26.7704,41.3366,56.7645,72.9167
synthetic_D5_narrow_33,26.2028,56.6813,62.2799,85.0532,43.6278,71.5468,52.4727,60.7829,11.1311,66.6281
synthetic_D5_narrow_34,48.9271,79.3683,19.5005,45.0167,48.3028,59.4248,28.1586,51.5988,44.9231,83.3215
synthetic_D5_narrow_35,48.7298,74.0250,19.5005,43.7219,35.0507,65.2615,26.7704,51.1583,50.2014,84.8926
synthetic_D5_narrow_36,41.4488,51.0618,43.0000,61.0302,9.5223,45.2037,75.8574,87.6714,11.1311,42.2562
synthetic_D5_narrow_37,29.9711,42.3053,62.1248,77.2206,44.7316,70.0680,57.0291,66.7311,17.2400,55.9792
synthetic_D5_narrow_38,48.2950,59.8036,35.1591,55.7647,9.5223,36.8332,59.4059,89.5668,12.4045,21.3525
synthetic_D5_narrow_39,31.5500,72.0758,40.6898,54.0492,18.3996,26.9572,61.0166,81.9320,11.1311,46.6840
synthetic_D5_narrow_40,45.3305,79.3683,19.5005,49.8729,24.4881,73.1833,26.7704,49.6510,64.4607,78.6069
synthetic_D5_narrow_41,38.8005,68.7071,28.6755,72.7203,16.0718,33.4388,65.3186,89.5668,11.1311,43.9896
synthetic_D5_narrow_42,26.2028,53.9705,61.5770,80.2686,40.0498,73.2776,47.0784,64.8254,11.1311,58.7241
synthetic_D5_narrow_43,39.1715,65.5887,24.0306,71.6698,9.5223,39.5374,67.6135,89.5668,11.1311,37.5796
synthetic_D5_narrow_44,53.1076,66.8342,37.8892,58.5820,30.7106,38.5386,55.5192,84.0056,52.2825,63.9083
synthetic_D5_narrow_45,57.0205,68.8677,40.7197,57.5743,33.0049,39.6363,64.5534,89.5668,36.7079,86.6235
synthetic_D5_narrow_46,38.3588,55.6686,38.9478,52.5098,9.5223,27.2598,66.0061,89.5668,13.7175,26.8995
synthetic_D5_narrow_47,45.9807,54.0167,44.3799,57.2817,9.5223,41.1298,62.3024,89.5668,13.5333,27.8229
synthetic_D5_narrow_48,51.2992,67.9298,19.5005,59.2606,48.6481,62.7837,26.7704,61.5040,67.2649,75.2649
synthetic_D5_narrow_49,55.6794,74.7596,42.4070,51.9512,11.5003,59.3189,52.1576,86.8534,55.6095,72.4355
synthetic_D5_narrow_50,30.8378,43.0996,70.0223,82.6613,61.7631,69.9557,48.8947,62.6443,11.1311,53.2048
synthetic_D5_narrow_51,51.6041,76.9721,19.5005,56.3392,42.0845,62.7709,26.7704,43.8706,63.2954,71.5140
synthetic_D5_narrow_52,64.3856,79.3683,51.0832,60.5532,13.6266,59.5934,59.1301,67.4215,68.6084,80.4222
synthetic_D5_narrow_53,27.0787,51.0105,65.7067,79.2265,57.2116,69.1698,42.0775,60.1963,11.1311,60.6400
synthetic_D5_narrow_54,31.0129,70.4719,31.3603,78.5017,9.5223,29.8607,59.1671,89.5668,11.1311,42.4628
synthetic_D5_narrow_55,44.7776,59.4686,27.0431,71.8445,9.5223,39.2512,63.8754,89.5668,11.1311,27.3706
synthetic_D5_narrow_56,53.2477,68.5849,19.5005,42.7585,49.3846,66.6886,26.7704,56.8311,29.9777,90.6444
synthetic_D5_narrow_57,51.8390,65.4894,41.7873,51.4125,30.1633,41.9325,54.1662,80.7294,38.8838,83.2804
synthetic_D5_narrow_58,53.8369,79.3683,19.5005,49.1340,31.0810,71.2400,26.7704,57.4361,41.3736,90.6444
synthetic_D5_narrow_59,39.9587,72.5437,36.6963,62.1045,9.5223,47.2505,61.6856,89.5668,11.4360,29.9744
synthetic_D5_narrow_60,30.7890,66.5834,44.0109,56.5923,15.0417,36.7809,62.9442,89.5668,11.1311,47.5709
synthetic_D5_narrow_61,44.3173,62.5987,39.4810,64.0234,12.9479,40.1533,64.2625,89.5668,11.1311,46.7824
synthetic_D5_narrow_62,46.3437,76.5205,19.5005,51.1322,30.0041,61.8981,26.7704,60.9773,63.6218,71.5978
synthetic_D5_narrow_63,38.7770,58.6014,29.5369,73.7209,9.5223,42.9060,75.3152,88.4516,11.1311,39.8637
synthetic_D5_narrow_64,59.1263,72.6365,28.9003,73.5287,35.0256,43.5798,62.4492,77.4276,63.1790,90.6444
synthetic_D5_narrow_65,46.9847,70.9915,19.5005,49.0209,34.2635,66.1191,26.7704,53.5338,56.3897,84.5521
synthetic_D5_narrow_66,26.2028,50.8293,40.6218,85.0532,33.2036,73.2776,43.8014,66.7532,14.5967,44.0081
synthetic_D5_narrow_67,27.2765,44.4343,55.7067,85.0532,46.6927,73.2776,49.8058,72.5464,22.6566,38.1144
synthetic_D5_narrow_68,30.4344,39.1382,51.1837,85.0532,55.5921,73.2776,33.6396,82.8530,11.1311,49.2250
synthetic_D5_narrow_69,65.3243,76.0091,42.7662,65.1998,23.4510,51.1208,41.9795,89.0483,62.0824,90.6444
synthetic_D5_narrow_70,42.2241,79.3683,41.4008,50.4854,21.8386,41.3410,49.2834,89.5668,54.8679,73.3383
synthetic_D5_narrow_71,48.5980,72.7970,19.5005,41.5266,32.8573,68.4357,26.7704,58.7598,59.3407,75.4821
synthetic_D5_narrow_72,58.2049,65.7789,37.8865,59.1349,25.8833,46.4943,54.6693,89.5668,60.7566,77.1188
synthetic_D5_narrow_73,35.9027,61.9393,41.0028,60.0392,15.2294,32.6904,71.9079,88.2031,11.1311,26.1254
synthetic_D5_narrow_74,49.9371,58.1983,25.9500,78.0480,9.5223,54.3778,63.9771,89.5668,11.1311,40.3315
synthetic_D5_narrow_75,45.9039,74.6901,34.1103,62.5701,27.4491,41.1157,69.0395,77.5699,47.9304,79.1854
synthetic_D5_narrow_76,49.8554,60.6140,45.3028,54.2610,9.5223,43.0072,65.5775,89.5668,11.1311,44.2798
synthetic_D5_narrow_77,27.0876,46.4878,58.0117,85.0532,46.3845,73.2776,37.2904,76.6552,18.2829,35.5717
synthetic_D5_narrow_78,26.2028,43.4803,54.0082,84.0332,53.0132,73.2776,33.2602,78.6454,21.6077,36.4209
synthetic_D5_narrow_79,48.3327,79.3683,32.5175,74.5301,28.8780,44.5304,49.4637,70.6569,46.7162,80.5216
synthetic_D5_narrow_80,26.2028,47.2314,59.7590,85.0532,32.9516,70.9298,31.0713,77.5037,13.9407,56.6935
synthetic_D5_narrow_81,47.2317,79.3683,45.4039,58.5753,35.7669,47.3501,53.4741,77.9927,41.0053,90.6444
synthetic_D5_narrow_82,26.2028,55.0480,67.1057,76.0907,54.4751,73.2776,35.0840,77.2352,16.8701,58.1255
synthetic_D5_narrow_83,58.0939,79.3683,19.5774,44.5796,24.2997,73.2776,30.1811,37.7865,34.9337,90.6444
synthetic_D5_narrow_84,51.0805,77.5669,38.2588,45.3400,16.3771,51.2409,54.2459,89.5668,54.3784,67.3644
synthetic_D5_narrow_85,46.1068,74.9904,35.5274,42.4508,9.5223,57.1915,56.4006,85.1034,37.5496,89.0582
synthetic_D5_narrow_86,49.4481,79.3683,19.5005,34.0008,38.8468,62.0804,26.7704,55.5646,33.5801,90.6444
synthetic_D5_narrow_87,26.2028,47.4665,60.2334,85.0532,51.9978,73.2776,45.2682,59.2528,26.3537,39.4419
synthetic_D5_narrow_88,35.0451,63.5433,27.8213,75.0935,9.5223,37.4584,65.9136,89.5668,11.1311,37.8360
synthetic_D5_narrow_89,41.5170,79.3683,42.9502,51.1988,9.5223,55.2818,60.0937,81.5925,45.6667,86.5409
synthetic_D5_narrow_90,49.3564,73.6194,34.0263,72.7581,28.4221,54.9583,55.9612,67.9296,59.1551,90.6444
synthetic_D5_narrow_91,55.5602,77.7382,19.5005,41.6792,26.7677,66.8913,26.7704,47.3902,56.8554,90.6444
synthetic_D5_narrow_92,26.2028,55.4594,68.7503,77.0737,44.2978,73.2776,39.0666,72.4372,11.1311,59.7587
synthetic_D5_narrow_93,33.1501,44.5135,58.3739,85.0532,52.6305,66.4827,36.7122,69.4144,26.4194,40.0114
synthetic_D5_narrow_94,26.2440,47.2238,60.0098,84.1000,52.9339,71.7849,53.1870,61.5466,11.1311,51.8688
synthetic_D5_narrow_95,48.9938,73.4630,19.5005,46.4584,47.1012,59.0976,26.7704,48.6995,67.0621,79.9071
synthetic_D5_narrow_96,32.4246,47.1030,63.9757,83.3849,41.2157,73.2776,49.7752,64.7128,16.4610,56.8422
synthetic_D5_narrow_97,29.8719,36.7673,69.0718,77.4638,37.6591,73.2776,32.1052,78.5116,19.0764,39.9856
synthetic_D5_narrow_98,55.7891,69.9391,25.5658,35.8378,32.4421,71.8913,26.7704,55.3935,45.8273,90.6444
synthetic_D5_narrow_99,53.2638,71.6654,19.5005,54.8680,41.4248,52.1602,26.7704,52.3591,60.8716,89.6960
synthetic_D5_narrow_100,39.7400,78.1072,34.2649,67.1505,16.0978,48.2786,69.0435,81.3005,61.3596,76.1880
synthetic_D5_narrow_101,49.5653,79.3683,19.5005,36.8373,49.6797,58.5807,26.7704,43.5899,49.9420,89.2020
synthetic_D5_narrow_102,36.0464,71.3440,40.9912,59.1382,13.0605,20.0687,64.8012,89.5668,11.1311,31.4596
synthetic_D5_narrow_103,63.8626,69.2262,19.5005,49.1647,28.9581,73.2776,26.7704,57.5799,36.9846,90.6444
synthetic_D5_narrow_104,62.4829,69.2289,35.4066,48.0722,12.5087,54.8409,62.3646,84.6714,58.7028,73.8220
synthetic_D5_narrow_105,59.6430,68.2780,50.2127,57.6659,15.9322,58.2654,51.7546,81.4222,73.8938,87.6176
synthetic_D5_narrow_106,36.8602,67.2072,38.8093,50.7845,9.5223,42.9607,57.7378,89.5668,11.1311,50.7623
synthetic_D5_narrow_107,43.5653,78.8915,21.2286,37.6646,40.3067,65.8921,26.7704,52.8396,57.0286,89.9406
synthetic_D5_narrow_108,59.9018,67.3054,19.5005,50.3767,29.6336,71.0328,26.7704,60.4051,66.9120,75.4426
synthetic_D5_narrow_109,46.8203,78.3849,20.1095,64.0083,30.1101,38.5959,67.8910,87.0284,51.1517,75.5747
synthetic_D5_narrow_110,26.2028,53.1931,62.4834,80.2578,32.5878,73.2776,37.3608,72.5164,27.0797,38.6905
synthetic_D5_narrow_111,49.0984,64.6652,25.3328,61.2794,28.2824,47.9008,49.9604,89.5668,52.6132,71.2834
synthetic_D5_narrow_112,33.2595,73.3413,23.1546,75.5632,12.6494,42.8110,53.3391,89.5668,11.1311,43.0068
synthetic_D5_narrow_113,48.8811,78.5951,19.5005,50.7539,41.1271,66.5631,26.7704,58.2076,39.7660,90.6444
synthetic_D5_narrow_114,56.7963,69.5015,20.8504,30.9416,29.5134,73.2776,26.7704,48.3968,40.9503,82.0121
synthetic_D5_narrow_115,53.7661,79.3683,40.8543,59.0219,24.6395,60.1221,52.3073,87.8447,67.2629,89.8197
synthetic_D5_narrow_116,29.0485,41.6701,65.4086,79.2952,46.8523,70.3675,49.0885,57.7971,11.1311,60.1464
synthetic_D5_narrow_117,50.1490,73.3220,19.5005,48.4901,47.8523,57.8189,29.0707,44.4865,41.1240,89.3776
synthetic_D5_narrow_118,61.2186,79.3683,40.6056,71.6732,28.5004,46.1738,44.1905,85.5105,68.9672,90.6444
synthetic_D5_narrow_119,38.2427,68.3833,29.4694,74.8168,10.9134,33.7804,77.7738,89.5668,14.0264,42.0868
synthetic_D5_narrow_120,26.2028,44.8800,48.9076,85.0532,39.3327,73.2776,41.7291,65.6639,11.1311,60.2501
synthetic_D5_narrow_121,49.0552,78.9216,37.3099,53.9389,23.5138,46.6294,65.7126,81.3228,43.4843,69.0747
synthetic_D5_narrow_122,44.2910,79.3683,19.5005,40.3304,46.1385,67.3909,26.7704,51.0464,36.5276,90.6444
synthetic_D5_narrow_123,42.2413,70.6905,29.6249,66.6153,12.8849,34.1649,70.0123,83.7173,11.1311,43.3139
synthetic_D5_narrow_124,42.7549,50.4891,45.4382,62.1062,9.5223,42.0039,72.0405,88.0289,11.1311,39.2940
synthetic_D5_narrow_125,42.9818,59.5366,36.7179,70.6363,22.6415,31.9353,77.2551,87.1611,11.1311,46.0109
synthetic_D5_narrow_126,48.5009,60.4287,34.7526,80.6410,9.5227,24.4709,57.1349,89.5668,11.1311,48.9733
synthetic_D5_narrow_127,52.0545,74.9265,34.3133,61.4271,23.8728,41.8384,64.6534,80.2694,52.9265,72.6079
synthetic_D5_narrow_128,26.2028,55.0415,66.3343,74.0973,41.2349,73.2776,37.6546,69.5076,15.9601,51.2925
synthetic_D5_narrow_129,61.4258,68.8098,20.5908,31.9456,46.8174,58.5038,29.6202,55.8632,52.8259,84.2413
synthetic_D5_narrow_130,50.9529,68.6267,27.5138,68.6194,28.0834,35.1532,58.2204,81.2174,38.3571,83.9635
synthetic_D5_narrow_131,42.6955,79.3683,22.2083,67.8137,10.8100,60.5790,66.6845,84.7271,49.3675,74.7249
synthetic_D5_narrow_132,54.2702,64.3438,31.8930,61.0098,22.9436,55.1986,51.5542,84.8072,36.3825,90.6444
synthetic_D5_narrow_133,31.3989,65.7935,50.8107,64.0077,9.5223,33.1279,63.4244,89.5668,11.1311,50.3933
synthetic_D5_narrow_134,31.9817,66.2557,34.1138,72.4024,9.5223,33.3353,73.5615,86.3217,11.1311,47.6153
synthetic_D5_narrow_135,47.6927,79.3683,39.1841,67.7479,32.7857,61.5327,34.3924,80.9236,66.6308,90.6444
synthetic_D5_narrow_136,26.2028,55.5541,54.6453,85.0532,39.2009,73.2679,29.9575,67.6279,11.1311,56.0709
synthetic_D5_narrow_137,46.7402,72.3934,19.5005,44.2944,30.4192,73.2776,26.7704,54.7417,36.7738,90.6444
synthetic_D5_narrow_138,44.7381,73.7875,36.1699,48.3169,11.4748,55.7780,61.1802,86.3478,47.1138,82.9520
synthetic_D5_narrow_139,49.4044,79.3683,39.3250,69.9618,21.8107,60.7147,46.8809,86.8415,68.6874,78.6264
synthetic_D5_narrow_140,26.2028,55.5699,71.9082,85.0532,49.0778,73.2776,44.1535,76.2373,11.1311,46.8445
synthetic_D5_narrow_141,26.2028,58.5125,51.4975,85.0532,49.4550,67.4510,29.2828,77.4502,11.1311,57.3817
synthetic_D5_narrow_142,27.7109,49.5653,57.3304,85.0532,55.1355,69.1363,52.1706,68.0228,20.8175,44.9471
synthetic_D5_narrow_143,48.1341,75.2753,19.5005,42.8632,29.2855,70.1901,30.0318,47.1268,59.5383,72.9063
synthetic_D5_narrow_144,37.7540,69.1820,42.3652,57.2414,9.5223,41.7371,68.0100,89.5668,12.3133,32.3883
synthetic_D5_narrow_145,26.7319,50.0819,48.7385,85.0532,40.0052,70.9958,44.4935,84.4653,11.1311,53.1914
synthetic_D5_narrow_146,26.2028,56.2517,71.4378,82.8948,50.5687,71.5449,54.3331,60.8913,11.1311,42.4956
synthetic_D5_narrow_147,48.2813,79.3683,35.0583,54.3487,17.4875,46.2033,63.7544,77.0224,57.4859,72.9343
synthetic_D5_narrow_148,58.8466,67.9484,34.7434,64.9338,20.6241,56.0797,60.6182,69.3818,45.5870,90.6444
synthetic_D5_narrow_149,26.2028,54.6957,53.1579,83.0629,54.4521,73.2776,50.0901,68.4203,11.1311,55.4640
synthetic_D5_narrow_150,37.3116,73.6682,36.9520,61.7100,9.5223,29.0262,64.3305,89.5668,11.1311,47.1369
synthetic_D5_narrow_151,26.2028,56.2573,57.0999,85.0532,33.0750,73.2776,39.9137,75.7035,11.1311,56.2399
synthetic_D5_narrow_152,62.7901,69.2465,19.5005,42.9627,44.1123,59.3025,26.7704,58.8059,47.9712,76.6330
synthetic_D5_narrow_153,48.4953,53.8381,34.9508,65.2698,14.5153,23.2969,71.6120,78.7650,11.1311,44.7277
synthetic_D5_narrow_154,51.0029,58.6057,42.3028,55.3762,9.5223,33.6964,52.2042,89.5668,11.1311,40.3799
synthetic_D5_narrow_155,48.4008,79.3683,39.1869,58.1077,24.9753,60.9619,60.9256,70.4410,51.0256,90.6444
synthetic_D5_narrow_156,44.0666,78.8736,29.5113,44.8597,9.5223,53.3231,58.9061,88.6259,47.7476,77.7292
synthetic_D5_narrow_157,62.5251,69.6573,38.6751,72.1329,35.3684,44.4874,56.1648,71.6122,49.6463,90.6444
synthetic_D5_narrow_158,48.6132,79.3683,19.5005,35.1891,43.6188,53.6998,26.7704,47.7306,46.2542,87.1956
synthetic_D5_narrow_159,26.2028,58.1820,43.1612,85.0532,57.9639,71.8799,46.5421,59.8057,14.0658,47.7000
synthetic_D5_narrow_160,26.2028,53.0502,55.9988,85.0532,54.3669,68.3679,45.9327,57.4643,19.3735,52.6987
synthetic_D5_narrow_161,52.8908,77.0988,19.5005,51.1368,35.1674,66.5884,26.7704,62.1626,60.2541,71.3793
synthetic_D5_narrow_162,59.2256,71.3042,19.5005,55.7923,29.3296,73.2776,28.3251,42.8355,62.9685,81.9957
synthetic_D5_narrow_163,56.9888,69.9272,21.1544,51.3414,24.6724,43.7222,57.3772,85.7324,36.0645,90.6444
synthetic_D5_narrow_164,49.6498,79.3683,19.5005,48.7818,38.9454,73.2776,26.7704,50.9865,57.5442,72.3270
synthetic_D5_narrow_165,28.2620,46.7704,55.0676,85.0532,42.4320,73.2776,37.7068,65.2420,11.1469,55.5655
synthetic_D5_narrow_166,26.2028,48.2272,52.7473,78.5665,40.0896,73.2776,43.5854,81.8882,11.1311,60.8474
synthetic_D5_narrow_167,64.4809,70.8147,30.0812,71.1278,39.1471,50.1919,57.0643,76.4331,66.6532,88.9598
synthetic_D5_narrow_168,36.0929,60.1671,35.9499,62.0049,12.5803,37.7911,66.3643,89.5668,11.1311,32.7569
synthetic_D5_narrow_169,37.4232,60.9286,28.9654,74.3558,9.5223,37.5352,65.0424,89.5668,11.1311,41.1969
synthetic_D5_narrow_170,42.4467,75.9531,32.2863,49.6397,12.7796,52.0546,62.6435,88.7499,62.9856,71.1848
synthetic_D5_narrow_171,26.2028,50.8757,63.7831,84.2753,50.1373,72.6263,31.1731,77.6765,23.6698,40.5742
synthetic_D5_narrow_172,39.9830,57.4770,37.0558,62.0068,9.5223,37.4858,64.8483,89.5668,11.1311,39.5334
synthetic_D5_narrow_173,52.0486,72.4644,41.5627,49.4963,12.5807,54.7771,53.5664,89.3466,45.5549,83.5651
synthetic_D5_narrow_174,38.8191,66.8679,37.1621,70.9581,9.5223,36.2724,64.4443,89.5668,11.1311,45.6864
synthetic_D5_narrow_175,45.1697,79.3683,21.9396,43.4998,32.8354,68.7494,26.7704,59.5604,51.0530,90.6444
synthetic_D5_narrow_176,31.9145,38.1301,53.5983,85.0532,54.4366,66.2018,56.9868,64.7598,17.5039,49.3153
synthetic_D5_narrow_177,43.2060,78.3670,19.5005,40.6844,29.4435,64.4981,26.7704,59.2820,53.1157,79.0283
synthetic_D5_narrow_178,34.8846,40.2994,63.2671,81.7393,40.8924,73.2776,34.9749,76.6923,16.0655,48.9831
synthetic_D5_narrow_179,49.8055,77.9969,29.8348,65.8452,23.3917,61.6097,51.0373,89.5668,69.9102,79.5366
synthetic_D5_narrow_180,26.2028,62.0500,69.6966,83.7722,56.9431,63.3853,52.5737,62.4775,15.6148,53.2302
synthetic_D5_narrow_181,55.7777,73.3057,19.5005,55.1125,28.8339,62.2357,26.7704,54.2111,48.8945,90.6444
synthetic_D5_narrow_182,54.1628,78.0392,39.1952,66.1514,35.4029,42.2523,56.5939,66.0437,64.8776,90.6444
synthetic_D5_narrow_183,49.2766,79.3683,24.5285,37.1719,43.0583,57.8555,27.3580,47.0032,39.0887,90.6444
synthetic_D5_narrow_184,41.7557,74.2293,19.5005,57.0392,26.4469,73.2776,26.7704,56.6711,45.2971,79.0821
synthetic_D5_narrow_185,26.2028,57.5121,65.1513,84.1363,49.8092,72.0446,53.1737,66.5209,20.4251,42.0335
synthetic_D5_narrow_186,42.2341,79.3683,19.5005,52.9589,44.9208,64.6790,29.8482,50.3262,52.7354,89.7422
synthetic_D5_narrow_187,48.7937,73.4343,28.9788,40.9072,28.3137,73.2776,26.7704,56.8707,58.7061,81.5079
synthetic_D5_narrow_188,49.0331,72.6879,30.7213,67.3103,9.5223,48.5776,61.1252,78.5692,57.5976,68.8216
synthetic_D5_narrow_189,54.3000,79.3683,48.9239,59.7773,30.8932,41.5170,60.1867,89.0587,58.0607,90.6444
synthetic_D5_narrow_190,41.9122,52.5290,22.5001,72.3897,9.5223,41.4136,60.3995,89.5668,11.1311,42.8897
synthetic_D5_narrow_191,33.1274,46.6618,44.0171,85.0532,42.0422,70.9040,43.3739,68.5343,11.1311,60.3798
synthetic_D5_narrow_192,46.2036,72.2566,19.5005,41.5962,38.9907,47.8623,26.7704,52.7333,48.1630,77.6472
synthetic_D5_narrow_193,42.7954,79.3683,37.5875,48.7331,16.3838,50.1920,48.0815,88.5147,43.7640,82.2900
synthetic_D5_narrow_194,37.3928,66.9210,42.9398,51.8840,9.5223,39.0504,57.9798,89.5668,11.1311,37.1214
synthetic_D5_narrow_195,37.7783,78.9469,19.5005,45.8103,41.5413,52.1211,26.7704,59.6841,57.8110,70.5456
synthetic_D5_narrow_196,30.7802,41.9988,62.4927,85.0532,42.3709,71.1991,46.0834,70.3756,11.1311,66.3646
synthetic_D5_narrow_197,26.2028,51.6430,60.0253,85.0532,55.9805,73.2776,51.2192,67.8970,23.3171,39.8769
synthetic_D5_narrow_198,33.0749,41.0445,53.9749,85.0532,36.0855,73.2776,42.4835,74.6373,26.1138,41.8292
synthetic_D5_narrow_199,46.1420,52.2096,28.1897,78.8517,10.9523,39.1861,58.1091,89.5668,11.1311,46.1878
