attr1,attr2
57.3617,70.2111
66.3589,53.9834
61.1786,69.2023
66.4076,64.3267
67.8335,65.4404
71.1464,69.8071
65.9515,56.3124
53.8869,75.6484
62.4462,53.9469
62.0301,52.5904
57.8862,59.9142
75.6920,62.4485
58.9780,56.2232
65.7196,66.2333
76.2551,56.8623
57.7034,54.6533
71.6607,67.8262
60.1449,48.0263
75.0266,68.8934
48.7005,79.1749
55.5975,51.4752
57.1679,77.7157
49.1892,76.1926
53.6081,84.4431
52.0108,79.1990
52.2977,78.3148
58.9572,55.5100
49.9111,75.7935
61.2855,61.4222
73.3017,70.2374
63.9012,61.8084
79.4324,58.8928
64.3387,60.4124
55.6986,82.1473
51.1595,87.4693
71.3246,52.7219
73.8214,64.9042
53.1514,75.7305
68.6323,56.8266
73.4396,71.4519
76.3053,54.3872
51.3916,55.8499
59.6366,77.1074
61.8311,60.5091
53.8625,77.7128
67.8225,54.6257
62.6749,68.9566
46.8617,73.2998
56.6070,59.6045
51.7979,78.4804
53.9308,86.0275
70.4010,72.0362
55.7314,54.5661
73.4120,58.3926
70.9426,62.0120
71.0502,58.7728
47.6873,81.8454
53.8968,56.4146
68.9111,68.4373
66.9108,68.8900
76.9055,67.0808
63.1895,62.6284
55.1648,80.9629
57.6328,56.0503
55.7002,78.4921
64.6467,71.5634
54.4063,54.5388
54.1891,82.3731
58.7468,52.5687
65.3605,67.8591
54.6715,75.0923
56.0963,58.4993
69.3193,67.2046
57.2954,58.6906
60.9400,60.4555
74.2847,58.9842
72.8179,58.3008
56.1660,77.6512
52.5681,77.5323
66.5211,64.7238
51.4370,78.4989
52.2331,79.2049
70.3671,54.5958
55.3462,53.1166
65.7812,71.3370
76.4022,68.9750
51.4482,75.9713
75.9011,67.7050
62.4243,62.0595
59.4508,60.9667
74.7369,56.7876
63.2012,61.5898
64.1997,63.4454
52.3967,80.5536
67.1955,73.9835
61.8144,65.1434
50.0457,79.1351
66.5508,62.4425
58.9593,56.4121
79.2689,60.6986
75.4849,67.9971
64.8299,56.3475
69.2431,66.7995
60.0293,61.2159
56.6725,51.3980
67.1123,69.8176
71.9414,53.0634
75.8846,63.9082
51.6733,80.8196
79.8782,51.9823
73.2281,71.4419
71.7497,72.2140
55.9674,61.9666
76.7413,57.8053
70.0011,73.4790
52.2774,78.6710
67.6541,61.8093
76.2748,64.2142
70.7698,73.8376
52.3727,79.5749
60.1111,65.3402
56.2657,73.3817
74.0715,73.8916
60.0245,62.2942
75.1325,70.2443
65.0501,54.9767
58.4977,54.9464
49.1610,83.6828
69.7095,70.0021
54.8654,62.6082
48.7524,81.0532
53.9859,77.3124
66.2859,70.5073
69.8432,63.9809
75.7766,60.5817
57.6510,78.8837
79.8289,61.3150
69.0461,52.8657
60.0647,59.6323
76.9782,72.6456
56.7354,82.9237
63.0287,65.7786
52.4205,82.0510
52.7453,87.0108
52.6624,80.4895
63.5417,68.9611
70.2241,57.5030
74.8872,56.0129
69.3093,63.7817
51.5244,82.0854
65.5798,58.1131
72.3687,66.3519
57.5790,72.3658
61.4608,67.0912
58.4720,76.8147
49.4634,83.2470
59.7542,52.3180
65.1710,59.3738
49.7296,79.7752
67.0613,75.1059
71.6372,75.4772
63.5958,55.5365
65.3829,58.2229
65.0973,60.3778
62.0265,62.1295
79.3820,73.1100
64.4232,66.6765
52.4281,75.9870
62.6245,58.4330
78.7349,64.6993
70.5146,56.4543
77.9766,68.2048
57.8478,55.2310
74.5442,64.0964
54.7592,57.9005
72.9930,62.1719
76.4588,52.7907
66.2564,51.4207
63.3421,60.5074
59.2610,59.2861
61.8952,66.8375
54.8423,78.4383
82.5277,72.2386
74.3595,54.4466
73.0776,67.3267
76.6127,62.9867
65.3561,63.8275
53.6368,77.2451
74.9372,60.1608
72.0842,54.9213
64.2700,69.5357
55.5220,57.2526
65.4991,68.9809
73.5029,63.0266
73.7135,71.5789
61.4899,60.0099
73.5109,60.5180
52.1630,83.7496
83.2274,63.4115
63.8670,60.7914
60.9285,55.9045
56.2060,71.4894
69.7475,66.7255
65.7937,53.7566
57.0075,58.3152
58.1278,77.9597
77.6158,68.1650
64.3351,60.4251
70.4108,72.9306
57.1253,80.5450
64.4392,58.2969
63.5756,66.6104
61.5821,68.4359
76.9543,58.9912
59.2223,61.7508
68.7726,72.9384
73.1128,63.9364
56.4494,56.6717
56.9586,52.8287
54.9037,76.7910
69.7202,72.9964
64.0764,58.7743
73.7501,51.9205
65.6668,61.2025
74.1473,55.6531
52.9064,76.3634
73.4854,70.0216
71.9200,58.2123
59.1965,52.7651
74.1035,50.1874
71.5805,69.1522
62.7235,63.1941
62.6743,64.8225
80.5352,65.5096
71.5385,73.8820
64.6070,68.5889
55.8439,57.3042
67.9721,67.8496
57.2041,56.8168
69.2561,57.2917
53.2885,84.7274
53.5284,78.0488
74.8991,56.6997
57.2750,51.9078
69.5529,60.5879
75.1975,70.4542
51.8508,82.6042
81.1712,62.0630
51.3948,55.1352
68.7759,61.5008
74.5032,63.2963
73.0170,57.6672
51.4117,74.6897
56.0828,59.6766
62.5598,55.0186
64.7433,66.4155
60.0604,60.2898
60.0298,63.3954
60.2240,79.8043
69.2163,61.4414
74.5276,67.5780
50.6095,83.9793
58.7955,63.9857
51.1858,77.8671
63.4539,69.3486
54.4206,47.2984
73.1543,57.7225
69.6158,66.1684
64.5904,69.2359
70.0029,59.1353
64.4453,61.6907
59.0673,52.2701
54.5822,53.2302
70.8720,54.9227
73.8999,74.0065
63.2151,48.6291
61.4404,62.6058
74.6684,68.9355
59.6710,64.7717
72.6319,65.7761
67.2811,60.2654
69.4998,53.7935
62.8923,67.4972
73.4482,57.3394
60.7215,58.4106
59.3923,52.1071
53.0168,76.8340
74.1192,70.1407
61.7143,59.5965
49.9886,74.6007
75.8853,61.4873
76.4034,73.6702
51.6010,71.9714
75.0727,59.9949
59.5018,60.3753
80.6788,55.2737
73.1007,65.4915
73.8442,67.7708
74.7202,72.2577
56.0194,80.7538
63.9033,65.4231
71.9573,56.8438
58.1716,60.5119
69.6811,71.0230
68.1507,66.6358
56.5049,56.9160
54.3167,76.8256
54.6453,55.7905
69.1134,60.3052
77.2306,60.8937
66.3499,57.8977
52.4130,72.9398
72.1364,61.8960
67.5473,64.2616
54.6664,58.8068
77.2194,57.7994
64.2377,58.2458
57.6037,62.2019
65.2365,63.7204
74.5376,58.4993
61.1832,64.0023
54.7558,76.5508
65.7082,62.4018
74.1877,76.7115
59.2595,64.1202
58.6072,59.9372
54.0266,77.4232
56.0846,68.3209
75.3477,76.0413
47.3583,80.5027
55.6466,75.4727
64.3645,60.4490
50.6752,77.3532
66.3437,64.3986
73.7995,68.3372
53.9910,78.8767
70.0076,63.2767
58.8671,62.9126
75.6049,70.3820
63.2265,65.7501
52.0473,73.7805
71.5505,75.3039
71.4063,72.8970
72.1747,71.3946
72.9894,71.9115
54.5550,73.9738
56.7239,53.7006
56.0778,54.5309
70.1267,55.7392
60.9768,59.6032
70.2569,60.4993
57.2984,45.4297
75.0675,59.2523
58.7543,74.0939
58.6962,77.5887
61.5004,53.5923
73.2231,71.8552
73.4718,60.5512
71.5898,58.5755
68.9475,57.9318
74.1500,68.7500
67.8734,72.7052
78.9701,54.3700
68.7786,62.7777
61.9108,66.1591
73.4182,63.5769
77.7602,59.4134
52.6436,77.6385
64.6720,70.2837
58.2740,54.6068
60.7717,67.9114
60.8925,57.2067
71.5687,63.4292
64.7543,63.5586
65.4254,62.9489
54.5954,72.4530
51.9956,79.6008
65.1326,60.6127
73.8795,63.3641
64.2503,74.5922
69.6676,69.9646
57.4064,52.8017
61.8817,66.1660
55.8022,54.2386
60.2082,59.3536
66.9343,57.3905
71.3186,62.3752
53.2741,79.7701
58.6413,65.9504
55.6969,80.6388
57.9793,71.6332
49.8964,77.0730
65.9309,66.5187
67.3306,64.0327
67.5576,67.3446
75.4406,66.1102
77.8659,53.6458
60.1680,66.3507
59.6495,58.1922
56.1967,55.3680
67.2766,54.2885
68.3247,70.6461
52.6545,77.9841
74.0669,68.9682
58.1257,79.8595
62.0600,61.3472
51.6710,75.1147
65.2367,58.6304
76.5326,71.8579
58.2578,72.0982
75.2609,65.7604
61.6646,58.6379
65.3960,64.3822
59.6989,61.6452
56.8774,55.1980
53.1680,78.8664
65.7516,63.1556
67.5983,59.6246
62.5232,52.5727
71.6743,59.9926
61.2649,55.9378
47.8115,72.4878
55.3233,74.7125
56.4353,80.6007
59.1172,56.1362
78.1802,70.2870
53.9153,79.4282
58.9889,57.2316
75.1331,61.3011
48.5932,78.1861
49.8069,78.3900
64.8215,65.0555
52.4427,75.8261
72.9312,54.4859
70.0575,59.7325
55.7533,53.5773
74.4757,59.6822
54.8578,53.3206
54.2759,55.9996
56.0473,51.4007
76.5234,59.9875
51.3930,78.9881
56.0331,78.4349
53.3289,77.9678
63.9131,69.4846
64.4141,62.7722
62.8347,59.5882
70.1751,55.5786
69.6108,65.5775
57.0795,52.9230
77.5476,73.8209
52.9246,79.8253
74.4116,73.3173
71.5922,68.5965
60.5365,58.1868
73.4942,70.5308
65.6821,63.5400
63.2225,62.4640
64.8821,58.7162
51.4079,51.8935
62.6238,47.5365
67.6619,63.2521
75.1572,70.1661
64.9667,64.8472
58.3084,53.6015
58.2616,51.8087
65.6327,60.4672
58.7448,59.9199
69.9449,58.2398
71.0301,61.5241
56.4312,57.8579
70.1747,66.2705
57.9476,57.6526
73.6674,70.1654
63.8879,63.1252
59.2958,60.2077
71.9758,70.5323
64.3650,57.7191
71.0838,63.9650
73.9796,63.3265
67.5779,56.8067
60.1359,52.0794
77.0522,56.8729
56.0225,51.6213
69.4010,70.2913
65.7393,74.7972
66.2589,63.4914
60.1151,66.7868
74.4625,56.7679
51.9360,79.6498
66.0345,60.1543
55.8009,76.6486
63.8600,61.1161
53.8388,80.5504
73.8484,52.2411
60.6100,56.0655
54.4995,74.1878
56.9391,79.7251
53.4275,79.4498
65.8109,64.3574
61.7355,55.9386
76.3579,68.9891
63.8874,60.5174
66.8124,67.8416
71.5929,72.8358
53.5389,80.4134
51.1542,77.1048
72.1617,71.0135
61.1531,60.5302
72.4638,55.9503
71.4080,58.9129
56.2827,82.6909
61.0520,62.5126
73.2641,60.5915
68.6860,69.1639
77.1751,60.1339
61.0814,65.7795
65.4873,57.8889
66.5992,58.5645
61.6047,58.7808
62.8943,55.9700
78.0132,58.2178
50.0517,79.3533
65.3031,68.5040
70.9312,58.1845
64.6019,69.8580
76.4955,54.8465
74.5212,60.8281
57.2322,60.4349
72.2429,60.7357
60.6416,57.3593
51.7946,82.9757
52.5345,77.7317
73.3087,57.2595
50.9139,78.2380
68.6481,73.0050
68.7055,65.2163
56.8704,71.9263
75.5095,65.6442
70.8636,70.4303
69.3032,56.1162
82.7009,74.8343
54.8965,78.1086
62.5978,65.6739
51.6330,54.4276
51.0867,78.7501
74.2442,66.5109
56.2154,56.0348
70.5140,54.9976
68.6043,68.7918
58.3091,49.7099
74.1661,60.3576
57.5602,82.4524
67.5624,54.7497
80.0007,54.2439
48.1968,84.8543
68.5875,60.5772
62.0203,62.8597
67.6171,58.6311
54.7137,76.9095
60.3410,61.4092
72.1726,64.0471
56.3519,58.8978
53.1588,78.0210
77.3060,56.2967
59.2766,63.1791
56.3148,80.2057
75.3268,57.2703
75.9711,68.3048
58.1424,53.2041
47.8931,73.9953
74.0009,72.7569
59.4542,59.7555
52.2237,80.5017
57.6875,52.3955
75.1929,67.1443
73.8902,64.5116
84.8461,73.6910
66.5052,70.4814
51.8225,75.3140
67.9932,60.0280
56.2094,78.8887
61.3849,53.0119
64.8590,67.1658
74.1245,58.3632
61.1724,45.8960
52.0837,55.9367
66.0571,66.9249
58.7047,59.7089
71.9545,56.8982
54.7188,81.4966
74.5193,61.2984
74.2591,61.6169
70.9141,62.3962
59.9673,56.1189
76.0638,63.8695
61.4865,66.4940
60.9615,53.1872
69.9520,61.5619
72.8750,69.6535
69.4233,64.4501
70.1689,64.2339
73.0836,72.9206
74.1306,61.0775
64.6726,64.0900
68.3341,75.7421
51.0156,77.9030
70.5922,62.9559
74.9769,58.3133
78.4602,72.3376
67.9865,68.2023
53.1659,85.0703
63.0029,65.5113
73.1793,68.9674
78.9532,70.3107
48.8187,77.8782
66.0920,60.1993
64.7869,65.0360
62.3903,59.8239
53.5179,79.7872
53.1824,80.8217
71.1387,71.6613
60.1951,62.3085
76.6025,71.7098
66.4987,65.5215
53.6900,82.6410
59.6600,59.7611
52.3509,78.6607
62.1170,69.5327
70.6514,62.3071
59.1707,63.8640
67.2811,61.8527
72.3038,70.5622
64.1509,68.7307
65.4257,62.3977
74.2033,72.3096
60.2302,61.6089
70.5127,61.2068
57.0969,55.0211
54.8836,49.1285
57.3935,73.5386
61.6826,60.7138
68.4008,56.0248
69.9425,62.5672
72.5733,57.9469
74.9556,55.4689
74.7626,63.6708
69.9512,74.6968
76.9341,71.1945
64.2761,55.6287
52.1324,86.8295
52.9658,72.8304
51.8883,81.0809
53.1503,82.3395
72.2845,67.7236
59.1631,60.4907
73.2450,68.3785
61.8839,63.2898
71.0662,61.4675
63.5546,55.4893
66.3332,70.4635
56.1513,72.5112
74.5081,61.6735
51.3252,75.8123
76.9237,61.8412
60.0871,58.4508
67.7447,57.7120
58.8781,53.2351
76.4398,67.5235
67.7295,58.6775
52.1137,76.9328
65.7320,64.2347
57.9933,58.0982
62.4645,51.7466
60.3414,55.8690
54.5702,71.1622
70.6345,66.8133
59.6715,78.9756
63.9517,54.6963
55.5123,80.0665
60.1190,62.1511
59.9388,66.8752
73.8954,55.8943
73.6375,60.4847
56.9856,57.5886
58.5884,52.1366
54.5727,78.9839
72.3665,64.2307
65.7925,67.7298
52.8585,80.0193
65.0911,67.3597
69.0119,58.2889
70.0440,62.7436
60.7021,54.9322
56.0078,63.9034
75.5386,68.3577
51.6178,77.2932
72.0965,76.0212
59.9336,63.1979
53.1502,50.4862
77.1185,70.4089
75.1584,70.3225
51.2318,81.6027
55.0326,82.1975
71.4339,57.4723
63.9588,59.0264
75.5880,68.6270
69.0825,54.4591
58.2459,55.4375
65.7118,65.5641
60.5091,61.3093
57.6250,56.1407
71.9654,70.4093
59.5888,57.4267
65.9189,66.8190
56.5557,80.8091
58.2685,57.2002
73.4709,60.8874
61.2634,72.7876
63.7136,67.8081
65.4778,66.6853
76.4831,71.6613
61.0855,57.5337
61.3851,63.5685
53.8345,82.8660
53.4445,81.8909
77.0094,57.8659
53.9452,78.9155
62.0838,63.6337
55.4173,57.2367
64.9905,60.9384
71.6738,68.3626
57.3634,57.0382
47.8471,75.7189
78.4290,73.6336
63.1504,69.3048
72.1155,65.4644
49.9810,77.6918
51.2382,85.0939
58.5676,59.6174
54.4725,75.8355
62.5986,70.6787
59.2133,66.7292
72.6313,56.2900
72.3545,74.1235
73.6004,71.4566
77.2528,71.0054
74.4229,67.2822
63.3737,59.1179
50.4922,83.7746
65.9421,63.4075
57.6314,57.7009
72.9106,58.5293
76.0150,63.0530
73.4465,70.7831
52.1011,78.7030
70.6562,71.9320
71.5018,64.8294
63.9858,71.3145
72.4179,72.2855
70.0465,74.3021
59.1232,63.2551
54.0985,79.7839
70.5532,58.6271
70.1904,58.9397
54.5666,77.4791
69.6837,73.7876
64.0680,60.7091
70.7427,59.3398
80.0371,72.2338
59.8866,56.3474
71.3495,61.2564
53.0290,84.1094
56.0455,56.7311
82.0761,68.2844
62.4876,52.8996
54.5269,87.1318
54.1033,82.7959
72.9671,62.9319
57.4398,54.9300
55.7652,57.5812
73.3737,60.0348
64.5311,58.3760
76.8818,64.1664
70.1590,77.1662
49.0393,79.5210
75.9430,54.0603
51.9162,77.2619
50.9618,75.2628
67.9828,68.5006
54.4039,77.6341
51.2951,53.9935
72.6144,71.0955
59.2033,56.2214
67.6625,68.6846
55.5413,50.8365
51.8556,84.4156
64.1503,51.1169
59.0925,53.6856
59.7335,55.4544
61.9204,61.5063
69.6644,65.0483
51.4852,76.5538
62.7489,67.6738
71.0810,63.4358
69.8752,56.6917
58.0930,56.8978
69.1898,53.1987
53.4178,75.0599
69.2819,63.1855
72.5552,66.8341
67.2345,66.3794
73.2255,66.9228
73.3857,56.7833
60.7899,53.1915
61.7780,60.4866
65.5374,71.2209
53.6058,72.4702
69.0660,64.3677
75.0753,73.7744
61.0264,67.4272
63.5039,68.1605
79.3412,62.5751
75.7485,74.3317
59.2793,55.0176
79.4386,70.6321
77.0268,60.5066
80.9512,70.3233
51.1034,75.3988
56.2769,51.1084
53.8255,77.7550
75.1198,69.0254
53.0815,56.8046
53.8615,61.7259
58.1636,56.5506
73.2849,58.7545
59.4236,72.5145
59.7604,57.1810
75.6073,54.3212
59.5372,64.5606
63.7718,63.7276
50.2107,84.1149
56.0196,74.2260
55.9697,59.3214
54.0464,83.3703
62.5643,57.0474
52.2495,77.5277
68.7730,60.3302
58.6115,55.7192
73.0281,69.7962
70.1324,65.7991
66.6159,57.3311
62.5175,52.2311
61.2924,60.9500
59.8961,56.2614
70.0909,67.4115
73.9587,74.2794
55.3555,52.5315
61.1753,53.4398
71.0568,59.4028
64.5421,67.0687
63.3084,65.1282
61.0945,61.5628
48.9629,74.0394
61.3599,62.2491
50.6652,74.1785
73.3047,71.7164
54.9392,84.6183
62.4916,56.1452
57.7058,54.9629
73.9548,59.1027
77.6738,67.0127
76.0370,68.6282
59.5451,62.6778
64.2919,54.0638
57.3332,64.7961
52.0411,79.1682
55.5263,57.1825
65.9142,77.0198
56.8860,79.6343
62.9061,71.8414
69.4778,70.6798
70.1302,58.3212
73.3706,60.6160
55.4421,66.5910
71.7445,75.4652
72.1390,65.4502
59.2950,54.4867
63.7247,64.6813
70.8244,73.3705
63.9550,61.4268
61.8452,65.2690
73.2069,71.7359
63.9633,69.4730
72.0608,63.0462
55.5823,56.3823
64.2113,53.9272
69.9624,58.3512
57.9755,77.8216
54.4763,60.4810
67.8887,56.4703
55.2396,54.9343
53.0832,79.5908
70.2155,69.5002
