name,attr1_min,attr1_max,attr2_min,attr2_max,attr3_min,attr3_max,attr4_min,attr4_max,attr5_min,attr5_max
synthetic_D5_medium_118,47.2312,68.3002,19.5005,51.7421,45.0726,57.9774,26.7704,56.0671,58.3524,83.2922
synthetic_D5_medium_119,26.2028,57.2091,53.9167,85.0532,41.1147,65.0293,51.5103,74.9661,11.1311,55.4149
synthetic_D5_medium_120,45.9944,69.9924,19.5005,54.3820,42.8510,59.0396,26.7704,47.2610,62.7808,78.7812
synthetic_D5_medium_121,44.2376,79.3683,20.2231,39.1493,43.4170,55.3006,26.7704,50.3885,38.5875,90.6444
synthetic_D5_medium_122,32.2310,45.6726,46.2685,85.0532,56.9845,68.7177,36.9457,79.1557,19.1572,57.6382
synthetic_D5_medium_123,55.5301,71.3397,27.9246,39.3282,22.2010,72.4710,26.7704,48.4090,58.3259,82.6827
synthetic_D5_medium_124,51.4356,79.3683,21.9034,40.7190,37.5513,57.4293,26.7704,54.2958,52.0522,71.9128
synthetic_D5_medium_125,53.8951,79.3683,37.5320,66.5036,35.1979,61.2257,46.6649,76.7443,57.4197,87.2945
synthetic_D5_medium_126,57.7460,79.3683,40.2467,65.3319,23.6508,39.2454,47.3657,89.5668,58.5579,70.1075
synthetic_D5_medium_127,57.5725,67.8079,19.5005,38.9032,44.0678,65.0340,26.7704,58.1262,60.6650,77.6250
synthetic_D5_medium_128,26.2028,47.8551,56.8501,85.0532,48.3991,66.2759,34.6506,81.4078,16.8866,48.3552
synthetic_D5_medium_129,26.2028,47.1403,55.1631,85.0532,44.1854,73.2776,55.3855,66.9667,11.1311,52.9168
synthetic_D5_medium_130,53.4604,77.7480,34.2182,55.1888,23.3003,40.3905,55.9612,84.8156,36.1895,90.6444
synthetic_D5_medium_131,47.5138,77.8004,19.5005,59.2659,35.1139,72.9435,33.9432,41.9290,51.1784,75.5480
synthetic_D5_medium_132,61.0338,68.5766,19.5005,46.2799,43.5682,59.1870,26.7704,47.5812,46.3092,89.6138
synthetic_D5_medium_133,49.5769,71.1529,24.2794,62.4566,27.0861,38.7461,66.8358,89.5668,32.3178,90.6444
synthetic_D5_medium_134,59.9737,68.9289,19.5005,33.5555,43.2352,69.6696,26.7704,61.7845,63.1807,73.2587
synthetic_D5_medium_135,28.9204,63.5832,31.3797,54.1433,9.5223,28.4636,55.1749,89.5668,11.1311,25.3072
synthetic_D5_medium_136,50.3024,79.3683,19.5005,43.8474,41.7918,73.2776,26.7704,52.3663,58.8484,86.6956
synthetic_D5_medium_137,57.0352,72.9820,40.0092,52.6634,17.5638,50.9520,55.9282,89.5668,30.9549,90.6444
synthetic_D5_medium_138,35.7808,59.9450,47.7026,60.6808,18.1224,37.8616,74.9991,85.9331,11.1311,40.0216
synthetic_D5_medium_139,48.6664,68.7962,47.9072,62.0892,12.7092,48.8308,51.8509,89.5668,44.0081,90.6444
synthetic_D5_medium_140,49.5716,79.3683,19.5005,54.5177,40.1829,69.1173,26.7704,58.5408,58.1922,79.8792
synthetic_D5_medium_141,52.3702,69.1262,28.6298,61.8416,11.1901,51.2251,54.5195,89.5668,53.7155,73.5891
synthetic_D5_medium_142,59.0203,70.3429,45.8479,64.7825,34.5957,44.5263,51.2149,81.7521,64.7561,84.9269
synthetic_D5_medium_143,41.0382,62.7292,39.4754,67.8068,13.3270,34.7548,76.7598,89.5668,18.9034,27.7000
synthetic_D5_medium_144,26.2028,52.4743,46.9060,85.0532,42.8549,73.2776,47.7167,73.9879,23.4672,39.0368
synthetic_D5_medium_145,47.5772,79.3683,19.5005,41.2572,38.8988,73.2776,31.5612,39.4326,49.9541,84.8883
synthetic_D5_medium_146,43.0717,76.7333,19.5005,54.4639,42.0619,55.8537,26.7704,51.0920,61.9801,74.3089
synthetic_D5_medium_147,48.7519,74.9871,31.4927,66.8205,26.0350,46.6222,66.9005,78.2075,51.8980,78.1020
synthetic_D5_medium_148,47.0244,53.8026,34.0917,55.9665,11.2470,32.3386,59.8504,89.5668,11.1311,44.8443
synthetic_D5_medium_149,59.5471,72.1647,35.4977,47.9811,20.7428,46.6068,51.5793,89.5668,38.1057,90.6444
synthetic_D5_medium_150,48.4806,79.2404,19.5005,50.2697,45.8981,55.5223,26.7704,51.6735,49.7563,79.8901
synthetic_D5_medium_151,48.3210,71.2704,19.5005,48.5124,41.6643,63.9935,26.7704,60.7634,36.2079,90.6444
synthetic_D5_medium_152,49.6657,79.3683,22.2081,37.8119,28.3240,71.5970,31.6581,43.2393,41.6304,90.6444
synthetic_D5_medium_153,45.0260,69.9572,45.8845,56.9287,18.6040,46.9590,42.7365,89.5668,53.6599,78.1805
synthetic_D5_medium_154,62.5664,69.2950,32.6669,71.4171,32.2507,57.0589,53.9697,79.6103,57.0292,90.6444
synthetic_D5_medium_155,29.1408,42.2280,64.2464,84.1588,48.5124,73.2776,29.9237,72.3331,25.6448,39.3106
synthetic_D5_medium_156,47.7346,55.0906,38.6940,62.7294,9.5223,47.0684,58.8057,89.5668,11.1311,50.5075
synthetic_D5_medium_157,39.2058,67.3234,29.3608,60.0958,12.3861,33.7571,71.1607,86.2935,11.1311,25.2604
synthetic_D5_medium_158,57.1426,73.9630,19.5005,48.2077,44.6019,58.0309,33.1378,50.5488,44.8965,90.6444
synthetic_D5_medium_159,59.6153,74.7733,27.6079,40.9229,44.6412,60.8152,26.7704,57.2848,40.7709,90.4541
synthetic_D5_medium_160,29.5632,72.0732,40.6526,60.1438,18.9037,25.3727,60.0520,89.5668,11.1311,31.0723
synthetic_D5_medium_161,35.7282,64.8718,32.3641,61.7197,9.5223,33.6224,72.8863,82.0767,11.1311,31.0169
synthetic_D5_medium_162,38.5623,68.8237,34.4641,71.2631,9.5223,39.5388,56.3426,89.5668,11.5236,37.5068
synthetic_D5_medium_163,45.1373,68.1825,27.9782,75.7868,18.0218,58.7330,49.8784,74.9358,53.8226,90.6444
synthetic_D5_medium_164,35.7555,62.4279,36.9486,55.5778,9.5223,37.4998,77.0677,89.5668,11.1311,54.0257
synthetic_D5_medium_165,35.5987,74.9609,36.2516,56.3294,9.5223,41.6413,76.0591,88.1991,13.1400,25.4906
synthetic_D5_medium_166,26.2028,44.4138,56.9043,85.0532,54.5866,71.3724,39.4824,64.1114,18.1305,38.2325
synthetic_D5_medium_167,58.2495,68.1687,38.2503,72.8293,35.7324,47.1110,41.3344,89.5668,48.5441,90.6444
synthetic_D5_medium_168,44.4968,76.7726,38.9049,60.3453,24.1972,38.0842,58.4419,76.1709,43.6742,87.4466
synthetic_D5_medium_169,62.0190,76.8348,27.6954,73.9338,34.7818,41.9462,47.5427,81.1061,55.2761,90.6444
synthetic_D5_medium_170,39.4657,66.3421,39.6221,62.8785,14.2247,34.5093,76.8031,89.5668,11.1311,31.1972
synthetic_D5_medium_171,59.3439,68.2959,19.5005,55.5359,27.6968,64.5876,34.0894,47.0200,50.1861,90.6444
synthetic_D5_medium_172,52.8221,77.1065,33.0510,52.1694,20.9483,51.8445,61.3024,85.2442,41.7067,90.2305
synthetic_D5_medium_173,56.7894,72.9592,26.8614,76.7868,31.4508,57.2130,59.8910,76.3850,68.6743,77.8897
synthetic_D5_medium_174,45.8913,78.5783,41.2640,60.7582,33.0481,58.0669,56.7647,68.9751,55.6866,90.6444
synthetic_D5_medium_175,33.1577,61.3799,39.9240,57.3348,20.0766,27.4938,54.7414,89.5668,13.2049,35.1901
synthetic_D5_medium_176,57.4522,69.1334,19.5005,46.0456,44.0187,73.2776,26.7704,47.0472,62.9770,88.9056
synthetic_D5_medium_177,30.3753,45.8599,51.1573,85.0532,51.7364,72.5594,39.7388,63.8202,17.5180,58.5810
synthetic_D5_medium_178,54.7939,76.5309,19.5005,46.8439,42.4676,64.3952,35.0932,42.9740,41.2742,81.7912
synthetic_D5_medium_179,51.5676,79.3683,19.5005,46.7699,41.6464,56.0662,26.7704,59.9787,62.9502,72.8504
synthetic_D5_medium_180,52.4179,75.3315,19.5005,52.6801,44.6451,59.8853,26.7704,50.3512,33.4154,90.6444
synthetic_D5_medium_181,33.9241,64.7929,46.1469,57.2839,9.5223,48.7063,64.2456,89.5668,11.1311,34.6602
synthetic_D5_medium_182,42.8420,79.3683,35.9029,65.2469,16.6970,51.2006,57.0828,82.9206,53.3238,71.3556
synthetic_D5_medium_183,34.7880,41.5752,56.7970,85.0532,52.7126,73.2776,45.3563,78.6669,29.0250,38.0448
synthetic_D5_medium_184,55.4990,72.5208,33.6238,76.1932,25.1156,59.0540,50.3553,89.5668,64.9806,86.5150
synthetic_D5_medium_185,57.1513,66.6307,19.5005,37.1023,37.1091,73.2776,26.7704,55.4542,41.1896,90.6444
synthetic_D5_medium_186,52.2442,75.7736,39.9837,49.0789,21.1612,40.8922,62.2202,89.5668,56.7141,70.8267
synthetic_D5_medium_187,61.1717,72.3913,28.8531,79.5119,34.9796,42.1534,28.6495,74.2617,65.0166,90.6444
synthetic_D5_medium_188,40.0897,79.3683,32.4862,50.8418,28.9911,35.6717,62.7336,86.1376,55.7739,68.6067
synthetic_D5_medium_189,38.4453,76.5535,27.2105,68.4307,30.5872,41.1818,64.7760,87.0654,40.8270,90.6444
synthetic_D5_medium_190,46.4538,79.3683,27.0721,67.3487,21.8881,41.5175,65.0033,75.6699,54.3171,65.6567
synthetic_D5_medium_191,29.9570,45.4494,55.3456,80.4530,56.5626,68.8176,53.4630,69.4168,11.1311,56.9284
synthetic_D5_medium_192,38.4847,72.7469,31.3878,75.5776,15.5767,33.5163,75.7703,89.5668,11.1311,48.5353
synthetic_D5_medium_193,36.4122,62.2466,40.0184,66.0752,12.1737,32.5175,50.5276,89.5668,11.1311,53.5959
synthetic_D5_medium_194,48.6599,72.1819,19.5005,43.0066,37.9529,68.7657,26.7704,56.1862,55.7116,90.6444
synthetic_D5_medium_195,31.5055,49.5949,45.5011,85.0532,42.7907,73.2776,45.5694,69.3730,11.1311,49.3999
synthetic_D5_medium_196,61.9897,68.8017,25.6655,37.3741,31.2337,73.2776,30.9753,50.9911,59.6337,90.3679
synthetic_D5_medium_197,26.2028,50.9434,58.8096,81.7672,51.2879,71.4751,50.0387,67.1711,27.5634,36.2582
synthetic_D5_medium_198,36.1809,66.1319,36.5150,61.2328,18.5764,33.5024,68.1686,89.3768,11.1311,48.4149
synthetic_D5_medium_199,43.4577,79.3683,34.8765,65.4007,25.3865,55.4221,49.1150,89.5668,69.2371,90.6444
