name,attr1_min,attr1_max,attr2_min,attr2_max,attr3_min,attr3_max,attr4_min,attr4_max,attr5_min,attr5_max
synthetic_D5_wide_28,56.5188,73.4088,33.2103,52.7297,10.6764,58.8194,46.8420,89.5668,33.0797,90.6444
synthetic_D5_wide_29,45.7273,79.3683,39.0856,71.5494,26.3630,52.9728,45.5321,80.4101,46.3833,90.6444
synthetic_D5_wide_30,45.2914,79.3683,32.6643,77.6563,29.5649,40.1083,60.5021,82.6485,53.9668,86.8822
synthetic_D5_wide_31,59.1057,67.7637,22.5537,73.8031,14.3616,57.2330,55.3564,89.5668,40.5701,85.6909
synthetic_D5_wide_32,45.8541,68.8347,32.6924,72.0148,28.5343,53.4037,43.5854,77.5172,62.7117,90.6444
synthetic_D5_wide_33,45.3406,79.3683,30.6393,57.6031,16.9620,45.9724,48.9937,89.5668,52.0455,78.4921
synthetic_D5_wide_34,53.3537,79.3683,41.0288,61.2582,26.6429,67.0001,40.1448,89.0460,56.3890,89.2896
synthetic_D5_wide_35,46.3117,79.3683,43.1542,71.0522,23.3829,56.1877,55.4809,79.3401,55.6136,90.6444
synthetic_D5_wide_36,61.9252,79.3683,38.7415,73.3001,20.9270,56.1804,39.6169,88.8249,53.5510,90.6444
synthetic_D5_wide_37,53.1296,73.0592,36.1941,59.3001,9.5223,51.4290,60.0221,84.1855,40.3677,90.6444
synthetic_D5_wide_38,40.9352,76.3942,32.7122,59.3382,23.1920,49.1830,61.6978,80.5342,40.0891,90.6444
synthetic_D5_wide_39,48.0124,72.6670,27.3409,75.0603,27.0176,41.2634,43.3774,89.5668,38.6866,90.6444
synthetic_D5_wide_40,46.2888,77.9368,28.3675,56.8147,9.5223,52.4112,64.7257,89.5668,38.6875,90.6444
synthetic_D5_wide_41,47.7039,73.9759,29.1834,67.8540,13.9015,48.6797,47.1976,80.5552,26.1102,88.0956
synthetic_D5_wide_42,52.6452,79.3683,33.2853,74.8813,26.4404,54.7324,46.0467,82.6835,54.4478,90.6444
synthetic_D5_wide_43,50.5189,73.7589,37.9094,65.8278,15.9926,55.7288,50.9594,83.8630,37.5338,90.6444
synthetic_D5_wide_44,56.0462,73.2474,43.0105,59.8601,19.7643,62.2283,52.9305,72.6345,54.6682,90.6444
synthetic_D5_wide_45,49.9175,78.7949,43.1546,55.0510,26.4280,57.9166,51.5981,83.0763,49.2300,90.6444
synthetic_D5_wide_46,52.5206,79.3683,44.0999,61.5855,19.9938,53.1630,49.3956,87.5144,42.8197,90.6444
synthetic_D5_wide_47,49.8527,74.1513,25.9258,59.4894,12.0010,56.0584,55.2135,86.6851,39.4648,90.6444
synthetic_D5_wide_48,50.4312,68.8060,19.5897,61.2967,18.8652,50.2216,63.3117,89.5668,47.6620,86.6242
synthetic_D5_wide_49,54.4181,79.3683,27.3642,79.2884,22.7132,55.9054,55.4601,73.3693,52.6316,90.6444
synthetic_D5_wide_50,45.9231,76.6957,27.9813,71.2397,26.5797,43.0653,53.1664,89.5668,32.0114,90.6444
synthetic_D5_wide_51,61.7298,79.0336,43.2940,64.3214,29.6188,52.4006,37.4529,81.2493,56.4879,90.6444
synthetic_D5_wide_52,55.9552,77.3470,19.5005,67.2668,17.2294,53.4982,59.5853,80.7497,54.0002,81.4050
synthetic_D5_wide_53,51.7406,79.3683,42.1442,69.6222,25.8180,51.2678,60.7735,77.6843,61.4371,90.6444
synthetic_D5_wide_54,48.9229,79.3683,37.8527,60.4151,15.1059,63.3865,47.4561,89.5668,44.7968,90.6444
synthetic_D5_wide_55,42.9278,79.3683,35.8738,76.5932,17.8299,57.9891,47.9242,89.5668,46.6059,90.6444
synthetic_D5_wide_56,41.8770,79.3683,20.3191,63.5853,10.5910,60.0440,66.4303,87.2765,44.1860,86.0520
synthetic_D5_wide_57,48.8396,73.0168,32.9496,59.2860,17.1894,47.0708,52.7923,89.5668,42.9723,76.5635
synthetic_D5_wide_58,49.7227,79.3683,19.5005,64.9099,10.0349,56.8519,47.5490,88.0430,51.5493,83.1075
synthetic_D5_wide_59,48.0177,79.3683,28.3524,79.7302,15.0798,53.1652,54.8940,73.8858,38.9568,85.4680
synthetic_D5_wide_60,53.3241,67.0023,32.3089,68.5925,29.9176,46.7722,40.2511,79.8813,50.0447,90.6444
synthetic_D5_wide_61,53.8349,79.3683,39.4767,77.3097,30.1619,41.3793,46.8544,77.3424,50.1575,90.6444
synthetic_D5_wide_62,55.8969,79.3683,40.2772,59.5170,22.9553,54.8643,51.6277,89.5668,60.3468,90.6444
synthetic_D5_wide_63,47.9738,75.1336,21.1646,60.8656,27.5826,43.8108,61.2418,77.4328,37.8247,90.6444
synthetic_D5_wide_64,51.8935,69.2291,32.8927,58.1235,28.6732,46.0518,49.8288,89.5668,45.1286,85.1272
synthetic_D5_wide_65,49.7440,79.3683,37.3158,68.7436,16.5138,52.7370,53.4338,89.5668,48.1104,75.5074
synthetic_D5_wide_66,48.1866,79.3683,39.6318,64.9624,15.8408,63.2062,58.7728,77.3136,63.5575,85.5877
synthetic_D5_wide_67,46.9106,79.3683,32.0229,68.9541,15.6246,58.6808,53.7086,86.3656,36.8657,90.6444
synthetic_D5_wide_68,50.3238,79.3683,30.0813,80.9721,23.6065,63.3581,58.8633,73.8359,56.4862,90.6444
synthetic_D5_wide_69,44.4819,79.3683,42.0105,64.0509,22.0790,65.3360,51.8138,86.1470,56.6702,90.6444
synthetic_D5_wide_70,58.7377,71.7047,30.3976,70.7206,29.2345,50.7625,47.4737,82.3059,55.1871,90.6444
synthetic_D5_wide_71,55.4719,77.2751,32.6215,54.8115,26.0247,43.4295,64.6538,86.4588,41.8517,81.0561
synthetic_D5_wide_72,46.3411,79.3683,22.5904,67.5200,9.5223,56.0159,61.8185,88.0991,50.3140,88.5830
synthetic_D5_wide_73,57.3145,78.8823,31.6447,72.4335,19.3696,61.9142,56.4880,81.9496,52.2909,87.9359
synthetic_D5_wide_74,54.8648,70.8410,29.8531,59.5857,11.3424,54.9730,52.1603,89.5668,45.4750,85.9200
synthetic_D5_wide_75,53.0572,79.3683,19.5005,63.4333,27.7049,45.3793,50.2375,89.5668,44.6859,79.8963
synthetic_D5_wide_76,51.2115,79.3683,40.9178,71.2092,32.3579,51.9667,42.0033,86.2343,52.5062,90.6444
synthetic_D5_wide_77,50.3679,75.5313,28.8371,67.7961,18.7185,66.5541,53.0069,83.5855,59.8201,90.6444
synthetic_D5_wide_78,41.2902,74.7224,36.3553,63.0667,33.2783,55.8723,52.2904,76.2328,57.9421,90.6444
synthetic_D5_wide_79,54.7500,79.3683,31.2555,63.8579,22.3391,70.7535,41.4935,88.3249,60.4920,90.6444
synthetic_D5_wide_80,48.7785,79.3683,23.7832,74.5834,10.6913,57.0697,47.6441,86.5537,41.4946,80.6566
synthetic_D5_wide_81,46.3215,79.3683,32.5275,72.0849,27.9639,49.5017,47.9224,74.5592,52.0153,90.6444
synthetic_D5_wide_82,55.2115,77.3713,38.0427,68.9237,33.4429,55.2315,46.0699,89.5668,45.4709,90.6444
synthetic_D5_wide_83,57.6784,79.3683,39.5105,68.9195,18.5369,51.5587,54.3929,85.0071,56.8569,90.6444
synthetic_D5_wide_84,56.5008,79.3683,45.8747,55.1287,24.0652,57.5418,46.4999,89.5668,44.1649,90.6444
synthetic_D5_wide_85,41.0597,79.3683,40.5337,63.6607,28.6646,50.1426,57.1290,72.4970,56.3632,90.6444
synthetic_D5_wide_86,57.2761,67.4989,28.4967,64.1643,14.0915,62.9141,62.0545,81.4197,32.9963,89.8369
synthetic_D5_wide_87,51.5004,79.3683,37.5242,67.8224,22.1002,55.5550,38.6671,83.9705,57.8861,90.6444
synthetic_D5_wide_88,56.5943,74.8125,26.7068,75.5564,30.4764,45.5174,59.8640,81.7560,53.8691,90.6444
synthetic_D5_wide_89,41.6270,79.3683,28.9686,75.6614,14.9309,64.2967,46.3578,84.9070,65.7164,90.6444
synthetic_D5_wide_90,50.2532,79.3683,29.0436,71.4106,31.9372,48.5692,46.5129,85.1461,48.8244,90.6444
synthetic_D5_wide_91,52.6466,79.3683,33.5673,79.6739,27.7814,55.8904,54.0287,79.9941,52.1932,90.6444
synthetic_D5_wide_92,44.9522,79.3683,19.5005,58.3925,19.9448,42.9650,61.7936,89.5668,40.9026,86.4194
synthetic_D5_wide_93,58.7937,71.0427,43.3187,55.5225,15.8215,60.8037,47.6396,83.0726,55.4295,90.6444
synthetic_D5_wide_94,37.2013,79.0877,32.3569,60.5321,20.1825,47.4897,54.7157,89.5668,42.0036,80.2030
synthetic_D5_wide_95,43.4764,79.3683,34.9514,65.2744,21.2666,59.9974,48.1990,83.1210,43.5892,90.6444
synthetic_D5_wide_96,50.1611,79.3683,38.6180,63.0858,27.4345,60.4417,57.4360,75.6362,64.7201,90.6444
synthetic_D5_wide_97,59.2730,70.5634,28.8368,70.0044,26.7449,49.8803,53.1579,77.5543,49.0439,90.6444
synthetic_D5_wide_98,41.5763,76.8235,19.5005,65.4339,11.5110,53.3232,56.1295,89.5668,53.1543,81.0161
synthetic_D5_wide_99,51.4806,79.3683,39.3036,65.6944,29.7032,47.5434,53.4969,83.6247,58.5319,89.1645
synthetic_D5_wide_100,46.1938,68.6572,33.8433,72.9529,9.5223,50.3974,63.8657,78.9587,49.7406,80.7842
synthetic_D5_wide_101,56.9703,79.3683,36.6551,68.9383,26.1741,60.4267,45.5104,89.5668,58.8527,90.5155
synthetic_D5_wide_102,54.6245,79.3683,30.4377,69.7357,29.3148,54.8184,53.9925,89.5668,53.2203,90.6444
synthetic_D5_wide_103,58.1754,67.4184,41.8517,66.9605,28.8638,51.2056,51.7794,89.5668,56.0865,90.6444
synthetic_D5_wide_104,50.5381,79.3683,29.4494,75.8972,16.8401,60.8151,43.3541,79.2835,49.0915,90.6444
synthetic_D5_wide_105,49.4178,79.3683,31.8529,70.1681,29.3386,53.1478,57.8318,73.9946,50.5819,90.6444
synthetic_D5_wide_106,45.7216,78.2442,32.7433,65.1905,9.5223,57.4560,50.0271,89.5668,39.5073,90.6444
synthetic_D5_wide_107,59.2945,79.3683,41.4240,66.7108,13.3395,64.0455,53.9832,85.6956,58.2963,90.6444
synthetic_D5_wide_108,52.7245,68.3635,31.2435,63.9523,19.0914,44.8662,51.8645,85.7657,40.3549,90.6444
synthetic_D5_wide_109,53.6604,79.3683,38.1345,68.2969,30.7867,62.2849,53.6206,88.6972,56.4591,90.6444
synthetic_D5_wide_110,58.7708,79.3683,34.3395,65.6715,31.1520,48.8202,49.2967,86.4475,47.7517,90.6444
synthetic_D5_wide_111,47.6657,79.2915,30.8075,56.3527,13.0742,53.9064,58.7125,82.3205,52.5351,74.2161
synthetic_D5_wide_112,46.7141,72.1971,28.6171,71.8831,17.1668,60.6088,49.3906,88.8456,50.9558,79.8658
synthetic_D5_wide_113,61.5954,73.4990,24.5364,68.2102,27.9382,43.1660,44.4719,81.6917,51.8955,90.6444
synthetic_D5_wide_114,40.9813,79.3683,41.9707,73.7227,18.4768,65.9872,53.7881,73.3817,42.3377,90.6444
synthetic_D5_wide_115,60.5313,73.0971,39.4049,65.2685,21.4767,57.3363,47.1790,80.5482,57.6355,88.3381
synthetic_D5_wide_116,41.3840,76.0694,28.3808,63.7142,24.8013,47.4891,52.1540,89.5668,43.2189,90.6444
synthetic_D5_wide_117,42.0704,78.1930,41.5731,64.2355,20.8056,62.1394,42.4834,78.2814,42.4502,90.6444
synthetic_D5_wide_118,42.8475,73.0385,27.1651,65.2865,17.8360,45.3660,58.9404,89.5668,44.9215,85.5009
synthetic_D5_wide_119,62.1396,74.0758,28.7341,73.9029,18.8143,63.7331,41.0174,87.2928,49.3767,90.6444
synthetic_D5_wide_120,59.9602,77.4296,21.8083,58.2521,23.0818,50.0024,60.3386,86.5898,46.9707,77.6115
synthetic_D5_wide_121,47.7831,78.1023,26.2604,68.1338,21.0458,54.0710,42.7098,89.5668,44.3177,74.4419
synthetic_D5_wide_122,54.3188,79.3683,30.4483,78.8045,23.0595,55.7073,48.9979,72.2739,47.0092,90.6444
synthetic_D5_wide_123,56.4612,69.2174,31.2557,73.7775,9.5223,58.3999,55.5803,78.8473,36.3092,82.4420
synthetic_D5_wide_124,50.7183,70.4547,28.8245,66.9393,11.0818,50.8556,61.0972,82.7808,47.7551,77.4433
synthetic_D5_wide_125,51.2675,79.3683,34.0939,75.5677,23.3398,56.2942,57.2908,79.6834,64.4357,90.6444
synthetic_D5_wide_126,58.0734,77.7886,28.0593,71.7163,18.5331,56.7253,49.4520,76.9992,63.0163,90.6444
synthetic_D5_wide_127,50.6846,79.3683,43.7158,66.9028,29.6521,47.2319,49.1292,80.0452,39.5464,90.6444
synthetic_D5_wide_128,51.3175,76.7037,36.2563,67.7915,9.5223,54.6834,60.3469,89.3309,39.6687,90.6444
synthetic_D5_wide_129,59.1379,73.8923,40.4745,57.9883,29.4650,41.7230,56.4039,87.6095,38.9272,90.6444
synthetic_D5_wide_130,45.1482,79.3683,19.5005,66.3453,9.5223,52.1680,63.8013,87.9087,33.0175,90.6444
synthetic_D5_wide_131,46.9049,75.1141,36.1733,77.2161,31.2898,43.9130,48.4443,80.7411,59.0236,90.6444
synthetic_D5_wide_132,54.6675,75.8051,24.0188,64.2236,19.9172,43.0172,48.5283,89.5668,33.9512,90.6444
synthetic_D5_wide_133,45.5975,78.2743,23.5321,62.0411,10.8690,59.0576,54.1731,89.5668,42.3462,90.6444
synthetic_D5_wide_134,50.0189,79.3683,33.3756,73.4940,34.1630,51.3896,52.4280,81.1076,43.8436,90.6444
synthetic_D5_wide_135,55.5999,79.3683,28.4480,70.2958,21.5490,69.4158,57.3604,73.7606,54.7814,90.6444
synthetic_D5_wide_136,51.2312,73.6730,28.6880,65.7682,27.8411,42.4355,54.4062,86.0012,33.4869,90.6444
synthetic_D5_wide_137,47.8132,79.3683,41.2393,55.3123,19.4584,53.7974,52.8125,88.6185,47.9117,85.8259
synthetic_D5_wide_138,56.5432,79.3683,37.4800,79.5372,30.7540,45.5788,51.7783,73.4965,40.7174,90.6444
synthetic_D5_wide_139,54.8035,74.5443,32.1565,69.8611,18.0249,49.8143,65.8505,82.0557,37.3247,90.6444
synthetic_D5_wide_140,57.8865,79.3683,44.4722,55.9298,19.6113,65.2329,61.3751,77.7233,52.1039,90.6444
synthetic_D5_wide_141,59.8371,79.3683,40.9990,66.2228,24.0790,57.5632,54.7214,88.7896,60.1687,90.6444
synthetic_D5_wide_142,51.5677,72.7583,36.3675,69.5395,19.2355,64.6299,56.2498,83.3494,54.2515,90.6444
synthetic_D5_wide_143,48.1177,79.3257,25.5849,71.1343,12.3431,53.6447,64.1793,84.9431,48.7894,90.4224
synthetic_D5_wide_144,54.7517,67.4483,28.1502,68.0438,16.1590,50.1496,61.3495,88.3605,54.6022,84.7468
synthetic_D5_wide_145,48.8247,79.3683,40.2926,70.6592,16.6265,46.6829,53.1813,89.5668,46.7322,83.6636
synthetic_D5_wide_146,39.8776,72.0490,35.4551,60.9471,25.1814,44.0862,57.5008,79.1804,33.7607,90.4119
synthetic_D5_wide_147,41.8890,79.3683,21.5442,57.5822,9.5223,56.1269,51.0531,82.9201,46.9980,90.6444
synthetic_D5_wide_148,54.5669,79.3683,40.6182,60.8488,26.8057,59.7169,49.4928,75.1620,48.4784,90.6444
synthetic_D5_wide_149,58.2420,74.8012,36.4496,69.2810,33.1500,47.0228,58.5432,75.5872,52.1748,90.6444
synthetic_D5_wide_150,41.8734,74.5276,34.1262,52.4514,16.3086,54.3990,58.8828,87.0122,55.1403,78.4001
synthetic_D5_wide_151,49.4214,71.3740,39.9295,66.5995,26.4466,63.0238,38.4398,86.9824,63.2095,89.5123
synthetic_D5_wide_152,46.4512,76.6168,40.5598,54.6666,19.4874,47.0716,50.6061,89.5668,30.3715,90.6444
synthetic_D5_wide_153,49.1035,79.3683,43.1838,63.8076,26.2671,55.7069,61.7284,77.1166,53.6580,90.6444
synthetic_D5_wide_154,59.6473,79.3683,43.1836,65.5710,11.8128,56.7884,37.6412,79.9852,56.6283,90.6444
synthetic_D5_wide_155,49.0372,78.9506,38.4175,70.4471,25.1119,64.4979,49.5242,76.4088,61.7141,90.6444
synthetic_D5_wide_156,56.1121,75.5851,41.7001,55.0325,11.1996,61.3010,64.7022,83.0460,47.6914,85.2818
synthetic_D5_wide_157,50.0666,79.3683,42.9588,64.7034,22.1423,61.7029,51.0541,89.5668,59.6779,90.6444
synthetic_D5_wide_158,43.9476,75.8222,23.4001,66.0431,27.7063,45.2225,48.3803,89.5668,58.1772,76.8604
synthetic_D5_wide_159,45.9661,79.3683,43.0883,73.3227,26.2588,55.7126,41.3152,78.5906,60.2687,90.6444
synthetic_D5_wide_160,47.3354,73.5204,27.3834,55.8620,25.5854,43.2728,63.1784,80.3900,57.2021,78.6743
synthetic_D5_wide_161,43.0217,79.3683,28.3546,53.8606,16.2005,43.7969,52.9977,85.3811,42.3234,90.6444
synthetic_D5_wide_162,55.3557,79.3683,30.0109,72.0453,27.4867,41.5531,56.0102,89.5668,47.6284,90.6444
synthetic_D5_wide_163,53.2352,74.4368,31.5134,62.7092,25.4254,64.6378,45.2414,73.7728,53.4254,90.6444
synthetic_D5_wide_164,47.8351,68.1775,28.8141,70.6079,19.7407,69.4099,49.0085,79.5147,52.8802,90.6444
synthetic_D5_wide_165,50.5916,78.1806,40.5901,64.8573,30.3746,48.5536,38.9734,86.3050,43.1616,84.0586
synthetic_D5_wide_166,45.7156,72.2562,25.7599,64.7869,9.5223,57.9844,54.0434,89.5668,40.2519,90.6444
synthetic_D5_wide_167,54.5203,79.2627,32.9126,59.9524,27.2521,47.3969,60.2537,80.0843,62.8404,85.4628
synthetic_D5_wide_168,55.1270,73.3698,36.3839,53.9121,28.5862,43.2864,60.7108,89.5668,36.1121,90.6444
synthetic_D5_wide_169,51.7132,79.3683,30.5177,72.2083,29.6085,47.4589,45.4352,83.4122,54.3882,90.4664
synthetic_D5_wide_170,49.7082,69.6800,40.6770,60.7668,10.7658,48.2544,60.5778,84.2868,40.8767,90.6444
synthetic_D5_wide_171,48.5236,79.3683,32.3957,54.0707,14.5105,48.5703,59.2996,83.6996,37.5908,90.6444
synthetic_D5_wide_172,60.3050,73.6940,28.2720,70.5662,16.8180,44.9134,51.5667,89.5668,31.5942,90.6444
synthetic_D5_wide_173,53.3314,75.3536,30.8850,54.1866,19.3938,47.7528,50.0803,89.5668,55.6843,77.8693
synthetic_D5_wide_174,40.9186,79.3683,22.1846,59.8302,12.6489,55.5199,46.7670,84.4862,46.8923,79.9241
synthetic_D5_wide_175,58.3395,79.3683,39.3084,63.1054,26.7573,60.6511,55.5047,79.8939,62.8754,85.7266
synthetic_D5_wide_176,39.2169,78.0613,30.1687,59.5453,18.9578,41.1922,51.0409,89.5668,45.4806,82.8068
synthetic_D5_wide_177,53.6104,79.3660,31.5350,70.8138,11.6016,52.3750,59.8845,85.7409,55.0833,79.2443
synthetic_D5_wide_178,57.1116,79.3683,34.3849,77.1995,33.2884,54.5410,51.4752,77.9812,62.0044,89.0096
synthetic_D5_wide_179,51.4369,75.7123,38.0758,57.4392,9.5223,58.4439,58.2997,87.5193,50.3605,78.5595
synthetic_D5_wide_180,53.0127,71.5949,32.2981,64.9575,15.2624,51.5854,58.4794,88.4316,40.6717,86.1377
synthetic_D5_wide_181,53.3657,79.3683,33.0297,73.3915,25.7488,60.5810,40.8186,82.2334,62.4569,87.8371
synthetic_D5_wide_182,55.8013,76.8393,33.7624,61.3306,20.7167,57.5469,57.4316,89.5668,33.9976,90.6444
synthetic_D5_wide_183,57.0283,66.8611,33.6499,65.7631,15.4079,62.2917,42.2056,89.5668,40.0614,89.1494
synthetic_D5_wide_184,58.4391,67.4103,30.0223,67.1307,19.5104,61.5242,42.7986,84.7422,53.0021,90.6444
synthetic_D5_wide_185,58.6772,79.3683,38.0840,63.1542,18.3637,61.0131,44.4754,77.3614,37.0333,89.3413
synthetic_D5_wide_186,51.2332,79.3683,37.6722,58.7142,27.8903,54.8131,55.7024,80.1400,48.3296,90.6444
synthetic_D5_wide_187,44.3679,73.1141,19.5005,64.0309,14.3386,56.8174,50.7539,89.5668,47.9006,88.0300
synthetic_D5_wide_188,59.7435,76.0067,39.5382,54.1588,23.4398,59.6274,39.5046,89.5668,56.8497,90.6444
synthetic_D5_wide_189,58.8845,73.9749,38.4136,66.5708,13.8479,60.6495,43.6207,89.4319,44.7414,90.6444
synthetic_D5_wide_190,41.8222,79.3683,32.6624,56.9844,20.0912,50.5800,61.7403,89.5668,51.7469,84.9181
synthetic_D5_wide_191,39.8512,74.8144,32.6695,68.5651,9.5223,55.2810,63.5113,78.2207,34.9660,85.1612
synthetic_D5_wide_192,60.5538,68.1312,25.7870,59.2846,17.9207,49.2259,46.6618,89.5668,49.2675,84.2861
synthetic_D5_wide_193,54.1161,75.9545,41.8306,71.2066,26.8993,46.1859,52.5594,87.8932,48.5169,90.6444
synthetic_D5_wide_194,53.2676,79.3683,28.6850,72.1286,15.9906,60.6236,58.9180,73.0818,57.2298,84.8496
synthetic_D5_wide_195,54.2197,79.3683,27.3169,66.0207,21.1459,44.9903,55.3982,85.8954,38.0841,90.2591
synthetic_D5_wide_196,55.2840,79.3683,43.5394,58.9044,28.5961,50.4545,40.9479,88.4657,57.7030,87.3330
synthetic_D5_wide_197,42.1845,79.3683,36.2138,66.3460,20.2601,51.4467,53.0616,89.5668,43.9900,83.3094
synthetic_D5_wide_198,44.8539,79.3683,33.9709,60.2651,9.5223,55.8755,50.3083,81.0733,50.9144,78.5348
synthetic_D5_wide_199,49.2428,79.3683,28.0687,78.2599,29.5719,46.2979,42.2013,87.2161,59.1884,90.6444
